candidate_id,sec_signal_date,filer_name,filer_tickers,event_class,candidate_confidence,decision,reviewed_target_cik,reviewed_target_name,reviewed_target_ticker,acquirer_name,first_public_announcement_at,announcement_date,timestamp_precision,transaction_structure,change_of_control_percent,transaction_status,transaction_status_as_of,review_primary_source_url,source_title,reviewer,reviewed_at,retrieved_at,review_notes,public_listing_evidence_url,public_listing_evidence,control_evidence,evidence_record_id
d67f9dbe8d11eaa277c4,2018-01-23,"Juno Therapeutics, Inc.",[],tender_offer_target,high,include,1594864,"Juno Therapeutics, Inc.",JUNO,Celgene Corporation,,2018-01-22,date,tender_offer,100,pending,2018-01-22,https://www.sec.gov/Archives/edgar/data/1594864/000119312518015255/d531432dex991.htm,"Celgene Corporation to Acquire Juno Therapeutics, Inc., Advancing Global Leadership in Cellular Immunotherapy",Codex-primary-source-review,2026-09-08T12:11:44.825318+00:00,2026-09-08T12:11:44.825318+00:00,"The joint release announces a board-approved definitive merger agreement at $87 per share in cash. The terms specify a tender for every outstanding Juno common share, including a plan to buy shares not already held by Celgene; the stated prior Celgene interest is about 9.7%. Source-reviewed by Codex; not independently adjudicated by a human. Date is the sourced definitive-announcement calendar date; intraday publication time and exhaustive earliest-publication search were not established. Status is pending as described at announcement, not a present-day deal-status claim. Control percent means proposed post-transaction ownership, not acceptance threshold or the incremental stake purchased. Announcement evidence is a label only, never a pre-event feature.",https://www.sec.gov/Archives/edgar/data/1594864/000119312518015255/d531432dex991.htm,"The contemporaneous issuer release explicitly identifies Juno Therapeutics, Inc. as Nasdaq JUNO.","The joint release announces a board-approved definitive merger agreement at $87 per share in cash. The terms specify a tender for every outstanding Juno common share, including a plan to buy shares not already held by Celgene; the stated prior Celgene interest is about 9.7%.",primary-d67f9dbe8d11eaa277c4
082936b63ff85fe5824b,2018-02-08,Bioverativ Inc.,[],tender_offer_target,high,include,1681689,Bioverativ Inc.,BIVV,Sanofi,,2018-01-22,date,tender_offer,100,pending,2018-01-22,https://www.globenewswire.com/news-release/2018/01/22/1298161/0/en/sanofi-to-acquire-bioverativ-for-11-6-billion.html,Sanofi to Acquire Bioverativ for $11.6 Billion,Codex-primary-source-review,2026-09-08T12:11:44.825318+00:00,2026-09-08T12:11:44.825318+00:00,"Sanofi announces a definitive agreement to purchase Bioverativ at $105 cash per share. The tender offer seeks every outstanding common share; a subsequent merger converts untendered shares to the same cash consideration. Source-reviewed by Codex; not independently adjudicated by a human. Date is the sourced definitive-announcement calendar date; intraday publication time and exhaustive earliest-publication search were not established. Status is pending as described at announcement, not a present-day deal-status claim. Control percent means proposed post-transaction ownership, not acceptance threshold or the incremental stake purchased. Announcement evidence is a label only, never a pre-event feature.",https://www.globenewswire.com/news-release/2018/01/22/1298161/0/en/sanofi-to-acquire-bioverativ-for-11-6-billion.html,The contemporaneous issuer release explicitly identifies Bioverativ Inc. as Nasdaq BIVV.,Sanofi announces a definitive agreement to purchase Bioverativ at $105 cash per share. The tender offer seeks every outstanding common share; a subsequent merger converts untendered shares to the same cash consideration.,primary-082936b63ff85fe5824b
70b455548e9af8f5375e,2018-04-04,Ablynx NV,[],tender_offer_target,high,include,1617582,Ablynx NV,ABLX,Sanofi,,2018-01-29,date,tender_offer,100,pending,2018-01-29,https://www.globenewswire.com/news-release/2018/01/29/1313307/0/en/SANOFI-TO-ACQUIRE-ABLYNX-FOR-3-9-BILLION.html,Sanofi to Acquire Ablynx for EUR 3.9 Billion,Codex-primary-source-review,2026-09-08T12:11:44.825318+00:00,2026-09-08T12:11:44.825318+00:00,"The joint announcement identifies a definitive board-approved agreement for cash public offers covering the entire ordinary-share capital, ADSs, warrants and convertible bonds at EUR45 per share. The 75% acceptance condition is not the intended ownership percentage. Source-reviewed by Codex; not independently adjudicated by a human. Date is the sourced definitive-announcement calendar date; intraday publication time and exhaustive earliest-publication search were not established. Status is pending as described at announcement, not a present-day deal-status claim. Control percent means proposed post-transaction ownership, not acceptance threshold or the incremental stake purchased. Announcement evidence is a label only, never a pre-event feature.",https://www.globenewswire.com/news-release/2018/01/29/1313307/0/en/SANOFI-TO-ACQUIRE-ABLYNX-FOR-3-9-BILLION.html,The contemporaneous issuer release explicitly identifies Ablynx NV as Nasdaq ABLX.,"The joint announcement identifies a definitive board-approved agreement for cash public offers covering the entire ordinary-share capital, ADSs, warrants and convertible bonds at EUR45 per share. The 75% acceptance condition is not the intended ownership percentage.",primary-70b455548e9af8f5375e
2e452227fb747b577bf6,2018-04-17,"AveXis, Inc.",[],tender_offer_target,high,include,1652923,"AveXis, Inc.",AVXS,Novartis AG,,2018-04-09,date,tender_offer,100,pending,2018-04-09,https://www.novartis.com/news/media-releases/novartis-enters-agreement-acquire-avexis-inc-usd-87-bn-transform-care-sma-and-expand-position-gene-therapy-and-neuroscience-leader,Novartis enters agreement to acquire AveXis Inc. for USD 8.7 bn,Codex-primary-source-review,2026-09-08T12:11:44.825318+00:00,2026-09-08T12:11:44.825318+00:00,"Novartis announces a merger agreement to buy the Nasdaq-listed company at $218 cash per share. Transaction Details specifies a tender covering the complete outstanding share capital followed by a merger converting untendered shares to cash. April 9 is the public release date, not the earlier agreement-signing date. Source-reviewed by Codex; not independently adjudicated by a human. Date is the sourced definitive-announcement calendar date; intraday publication time and exhaustive earliest-publication search were not established. Status is pending as described at announcement, not a present-day deal-status claim. Control percent means proposed post-transaction ownership, not acceptance threshold or the incremental stake purchased. Announcement evidence is a label only, never a pre-event feature.",https://www.novartis.com/news/media-releases/avexis-reports-first-quarter-2018-financial-and-operating-results,"The April 9 acquisition release identifies AveXis as Nasdaq-listed; the May 3, 2018 issuer earnings release explicitly supplies Nasdaq AVXS while the offer remained pending.","Novartis announces a merger agreement to buy the Nasdaq-listed company at $218 cash per share. Transaction Details specifies a tender covering the complete outstanding share capital followed by a merger converting untendered shares to cash. April 9 is the public release date, not the earlier agreement-signing date.",primary-2e452227fb747b577bf6
fba0161264e48891a521,2018-05-23,"ARMO BioSciences, Inc.",[],tender_offer_target,high,include,1693664,"ARMO BioSciences, Inc.",ARMO,Eli Lilly and Company,,2018-05-10,date,tender_offer,100,pending,2018-05-10,https://investor.lilly.com/news-releases/news-release-details/lilly-announces-agreement-acquire-armo-biosciences,Lilly Announces Agreement To Acquire ARMO BioSciences,Codex-primary-source-review,2026-09-08T12:11:44.825318+00:00,2026-09-08T12:11:44.825318+00:00,"The joint announcement states a definitive $50-per-share cash acquisition. Lilly plans a tender for the entire share capital followed by a second-step merger for any untendered shares; closing remains conditional. Source-reviewed by Codex; not independently adjudicated by a human. Date is the sourced definitive-announcement calendar date; intraday publication time and exhaustive earliest-publication search were not established. Status is pending as described at announcement, not a present-day deal-status claim. Control percent means proposed post-transaction ownership, not acceptance threshold or the incremental stake purchased. Announcement evidence is a label only, never a pre-event feature.",https://investor.lilly.com/news-releases/news-release-details/lilly-announces-agreement-acquire-armo-biosciences,"The contemporaneous issuer release explicitly identifies ARMO BioSciences, Inc. as Nasdaq ARMO.",The joint announcement states a definitive $50-per-share cash acquisition. Lilly plans a tender for the entire share capital followed by a second-step merger for any untendered shares; closing remains conditional.,primary-fba0161264e48891a521
6caf3165110b98f3102d,2018-11-16,ENDOCYTE INC,[],merger_proxy_filer,review_required,include,1235007,"Endocyte, Inc.",ECYT,Novartis AG,,2018-10-18,date,cash,100,pending,2018-10-18,https://www.novartis.com/news/media-releases/novartis-announces-planned-acquisition-endocyte-expand-expertise-radiopharmaceuticals-and-build-commitment-transformational-therapeutic-platforms,Novartis announces planned acquisition of Endocyte,Codex-primary-source-review,2026-09-08T12:11:44.825318+00:00,2026-09-08T12:11:44.825318+00:00,"Novartis announces an agreement and plan of merger providing $24 in cash for every outstanding Endocyte common share. The target-issued same-day announcement identifies Endocyte as Nasdaq ECYT. Public announcement date is October 18, distinct from agreement execution. Source-reviewed by Codex; not independently adjudicated by a human. Date is the sourced definitive-announcement calendar date; intraday publication time and exhaustive earliest-publication search were not established. Status is pending as described at announcement, not a present-day deal-status claim. Control percent means proposed post-transaction ownership, not acceptance threshold or the incremental stake purchased. Announcement evidence is a label only, never a pre-event feature.",https://www.globenewswire.com/news-release/2018/10/18/1623094/14452/en/Endocyte-Enters-Into-Agreement-to-be-Acquired-by-Novartis-AG-for-2-1-Billion.html,"The contemporaneous issuer release explicitly identifies Endocyte, Inc. as Nasdaq ECYT.","Novartis announces an agreement and plan of merger providing $24 in cash for every outstanding Endocyte common share. The target-issued same-day announcement identifies Endocyte as Nasdaq ECYT. Public announcement date is October 18, distinct from agreement execution.",primary-6caf3165110b98f3102d
aafbd9d78eab19226b90,2018-12-14,"TESARO, Inc.",[],tender_offer_target,high,include,1491576,"TESARO, Inc.",TSRO,GlaxoSmithKline plc,,2018-12-03,date,tender_offer,100,pending,2018-12-03,https://www.gsk.com/en-gb/media/press-releases/gsk-reaches-agreement-to-acquire-tesaro-an-oncology-focused-biopharmaceutical-company/,"GSK reaches agreement to acquire TESARO, an oncology focused biopharmaceutical company",Codex-primary-source-review,2026-09-08T12:11:44.825318+00:00,2026-09-08T12:11:44.825318+00:00,"GSK and TESARO announce a definitive agreement. A GSK subsidiary is to offer $75 cash for every issued common share, with remaining shares acquired by a second-step merger. The release anticipates closing in first-quarter 2019 rather than asserting completion. Source-reviewed by Codex; not independently adjudicated by a human. Date is the sourced definitive-announcement calendar date; intraday publication time and exhaustive earliest-publication search were not established. Status is pending as described at announcement, not a present-day deal-status claim. Control percent means proposed post-transaction ownership, not acceptance threshold or the incremental stake purchased. Announcement evidence is a label only, never a pre-event feature.",https://www.gsk.com/en-gb/media/press-releases/gsk-reaches-agreement-to-acquire-tesaro-an-oncology-focused-biopharmaceutical-company/,"The contemporaneous issuer release explicitly identifies TESARO, Inc. as Nasdaq TSRO.","GSK and TESARO announce a definitive agreement. A GSK subsidiary is to offer $75 cash for every issued common share, with remaining shares acquired by a second-step merger. The release anticipates closing in first-quarter 2019 rather than asserting completion.",primary-aafbd9d78eab19226b90
4cb9fd79cb439bde776a,2019-01-17,"Loxo Oncology, Inc.",[],tender_offer_target,high,include,1581720,"Loxo Oncology, Inc.",LOXO,Eli Lilly and Company,,2019-01-07,date,tender_offer,100,pending,2019-01-07,https://investor.lilly.com/news-releases/news-release-details/lilly-announces-agreement-acquire-loxo-oncology,Lilly Announces Agreement To Acquire Loxo Oncology,Codex-primary-source-review,2026-09-08T12:11:44.825318+00:00,2026-09-08T12:11:44.825318+00:00,"The dated joint release announces a definitive $235-per-share cash acquisition of Nasdaq LOXO. The offer seeks every outstanding share and is subject to customary closing requirements. Source-reviewed by Codex; not independently adjudicated by a human. Date is the sourced definitive-announcement calendar date; intraday publication time and exhaustive earliest-publication search were not established. Status is pending as described at announcement, not a present-day deal-status claim. Control percent means proposed post-transaction ownership, not acceptance threshold or the incremental stake purchased. Announcement evidence is a label only, never a pre-event feature.",https://investor.lilly.com/news-releases/news-release-details/lilly-announces-agreement-acquire-loxo-oncology,"The contemporaneous issuer release explicitly identifies Loxo Oncology, Inc. as Nasdaq LOXO.",The dated joint release announces a definitive $235-per-share cash acquisition of Nasdaq LOXO. The offer seeks every outstanding share and is subject to customary closing requirements.,primary-4cb9fd79cb439bde776a
b2eecc683d683cb682e3,2019-03-05,IMMUNE DESIGN CORP.,[],tender_offer_target,high,include,1437786,Immune Design Corp.,IMDZ,"Merck & Co., Inc.",,2019-02-21,date,tender_offer,100,pending,2019-02-21,https://www.merck.com/news/merck-to-acquire-immune-design/,Merck to Acquire Immune Design,Codex-primary-source-review,2026-09-08T12:11:44.825318+00:00,2026-09-08T12:11:44.825318+00:00,"Merck and Nasdaq IMDZ announce a definitive agreement for $5.85 cash per share. A subsidiary will offer for the entire outstanding share capital and acquire untendered shares through a second-step merger. Source-reviewed by Codex; not independently adjudicated by a human. Date is the sourced definitive-announcement calendar date; intraday publication time and exhaustive earliest-publication search were not established. Status is pending as described at announcement, not a present-day deal-status claim. Control percent means proposed post-transaction ownership, not acceptance threshold or the incremental stake purchased. Announcement evidence is a label only, never a pre-event feature.",https://www.merck.com/news/merck-to-acquire-immune-design/,The contemporaneous issuer release explicitly identifies Immune Design Corp. as Nasdaq IMDZ.,Merck and Nasdaq IMDZ announce a definitive agreement for $5.85 cash per share. A subsidiary will offer for the entire outstanding share capital and acquire untendered shares through a second-step merger.,primary-b2eecc683d683cb682e3
2a8e6cb3e0f728913216,2019-03-07,"Spark Therapeutics, Inc.",[],tender_offer_target,high,include,1609351,"Spark Therapeutics, Inc.",ONCE,"Roche Holdings, Inc.",,2019-02-25,date,tender_offer,100,pending,2019-02-25,https://www.roche.com/media/releases/med-cor-2019-02-25,Roche enters into definitive merger agreement to acquire Spark Therapeutics,Codex-primary-source-review,2026-09-08T12:11:44.825318+00:00,2026-09-08T12:11:44.825318+00:00,"The Roche group and Nasdaq ONCE announce a definitive agreement for full acquisition at $114.50 cash per share. The release specifies a tender for the entire outstanding common-share capital; conditions remain outstanding. Source-reviewed by Codex; not independently adjudicated by a human. Date is the sourced definitive-announcement calendar date; intraday publication time and exhaustive earliest-publication search were not established. Status is pending as described at announcement, not a present-day deal-status claim. Control percent means proposed post-transaction ownership, not acceptance threshold or the incremental stake purchased. Announcement evidence is a label only, never a pre-event feature.",https://www.roche.com/media/releases/med-cor-2019-02-25,"The contemporaneous issuer release explicitly identifies Spark Therapeutics, Inc. as Nasdaq ONCE.",The Roche group and Nasdaq ONCE announce a definitive agreement for full acquisition at $114.50 cash per share. The release specifies a tender for the entire outstanding common-share capital; conditions remain outstanding.,primary-2a8e6cb3e0f728913216
